"NO","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","age","gender","LOC_1","LOC_2","LOC_3","LOC_4","LOC_5","LOC_6","LOC_7"
"JPN1",2,4,2,2,3,3,5,2,2,1,4,2,3,2,4,2,2,2,4,4,2,3,2,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN1",1,2,5,5,2,2,5,5,2,1,5,3,3,4,4,5,5,2,5,5,4,2,4,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN1",1,3,3,4,2,2,3,5,1,1,5,3,2,4,3,4,3,3,3,3,3,4,3,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN1",2,2,2,4,4,2,4,4,2,2,4,3,4,2,3,5,4,3,4,3,4,3,4,4,2,2,5,25,2,3,4,5,4,5,4,4
"JPN1",3,4,4,4,2,2,4,4,2,2,4,3,3,3,3,4,3,4,3,4,3,3,3,3,4,3,4,31,2,4,4,4,5,4,5,5
"JPN1",1,4,3,4,1,2,2,3,3,1,3,1,1,4,2,2,4,3,3,4,3,4,3,4,2,4,4,32,2,2,7,4,2,6,5,6
"JPN1",4,3,4,4,4,4,4,5,4,4,4,2,4,4,4,5,4,4,4,4,4,5,3,4,4,4,3,43,2,5,6,4,5,5,5,5
"JPN1",1,2,5,5,1,1,5,3,1,2,5,5,1,2,3,3,2,2,4,2,5,2,4,4,5,4,5,20,1,3,5,2,5,4,7,6
"JPN1",2,3,3,2,2,2,5,3,2,2,5,2,3,3,4,3,4,3,4,3,3,2,3,2,3,3,5,27,2,3,3,3,4,4,5,5
"JPN1",3,2,4,4,1,2,3,3,2,1,4,2,2,1,4,3,5,2,3,4,2,4,3,2,3,2,3,39,2,4,5,4,4,2,3,6
"JPN1",2,2,3,5,2,3,3,3,2,2,3,4,2,4,3,4,2,2,2,3,3,3,3,3,2,4,3,40,2,3,3,4,4,5,4,5
"JPN1",3,4,4,4,3,4,3,4,4,3,4,4,2,4,4,4,4,3,3,4,3,4,4,5,3,4,4,43,2,5,6,3,2,5,5,5
"JPN1",1,4,5,4,1,1,5,1,1,4,5,5,1,4,5,4,5,4,4,4,5,2,2,2,4,3,5,23,1,4,3,4,3,7,7,7
"JPN1",2,3,3,3,2,4,4,4,4,3,4,3,3,2,3,5,3,4,4,2,4,4,3,3,4,3,4,34,2,3,3,4,4,4,4,4
"JPN1",2,4,2,5,2,1,5,4,1,2,5,1,3,2,3,3,4,1,2,2,3,4,2,1,3,1,4,25,2,2,5,2,2,6,7,4
"JPN1",2,4,4,5,2,2,4,4,2,4,4,2,2,3,4,5,4,2,2,4,4,4,4,4,4,2,4,33,1,5,5,5,3,3,6,6
"JPN1",3,3,3,3,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,4,2,2,4,31,1,3,2,4,5,4,5,3
"JPN1",4,1,4,4,4,2,4,4,4,4,4,2,4,2,4,4,5,2,5,5,4,5,2,5,5,2,4,22,2,7,7,6,6,4,6,5
"JPN1",2,4,2,4,1,2,4,5,2,2,3,3,2,2,3,5,2,2,2,3,4,4,3,3,2,5,4,44,2,2,2,2,6,6,6,6
"JPN1",3,4,4,3,3,3,4,4,3,3,4,3,3,4,2,4,4,4,4,3,4,4,3,4,3,4,4,49,2,5,5,5,5,4,4,4
"JPN1",4,4,4,4,2,2,5,1,4,4,5,4,4,5,5,5,4,4,5,4,4,4,5,4,4,4,5,26,2,2,5,6,6,5,7,6
"JPN1",3,3,4,4,3,2,3,3,3,4,4,3,3,3,3,3,3,2,4,3,4,3,3,3,4,2,4,49,2,3,3,4,4,4,4,3
"JPN1",1,2,2,4,1,1,5,3,1,1,5,4,1,4,4,3,4,2,2,3,3,4,3,3,3,3,5,35,2,2,6,4,4,4,6,7
"JPN1",3,4,4,4,3,4,4,4,4,3,4,5,2,4,4,5,4,4,3,3,4,4,4,3,4,3,4,37,2,3,4,4,5,5,6,6
"JPN1",2,5,2,4,2,5,4,5,2,3,4,2,4,5,4,4,3,3,2,5,4,3,5,4,4,5,4,26,2,5,5,5,6,3,6,3
"JPN1",4,4,5,4,2,2,5,4,2,1,5,2,1,4,4,5,5,2,4,4,4,4,4,4,4,2,5,22,2,2,5,5,4,5,6,7
"JPN1",3,4,3,4,1,3,3,4,4,4,5,3,3,4,4,5,4,3,4,4,4,5,4,5,4,4,5,42,2,6,6,6,6,6,7,7
"JPN1",3,3,4,4,3,2,5,4,2,2,5,2,2,4,4,5,4,3,5,5,4,3,4,2,5,2,4,29,2,4,5,3,3,5,5,5
"JPN1",2,3,4,5,2,4,5,3,2,3,4,3,2,3,4,4,4,4,2,3,4,4,3,2,3,2,5,38,2,5,5,3,2,6,5,6
"JPN1",3,2,4,4,1,1,3,3,2,3,4,3,3,2,4,4,4,3,2,4,3,2,4,4,4,4,3,36,2,6,6,4,5,5,6,4
"JPN1",2,3,2,4,3,1,4,3,2,1,4,2,4,4,4,5,2,3,4,2,4,1,4,4,2,4,4,21,1,5,5,3,5,5,7,6
"JPN1",2,4,3,4,2,3,3,4,3,4,3,3,2,4,3,4,3,4,2,4,4,4,4,4,3,4,3,32,2,6,6,5,6,3,5,5
"JPN1",1,4,4,4,2,2,5,4,2,2,5,3,1,3,4,4,4,2,2,2,4,3,4,3,4,3,5,28,2,2,2,2,4,3,6,6
"JPN1",2,3,3,3,2,3,4,3,3,3,4,3,3,3,3,4,2,3,4,3,2,2,3,3,3,4,4,42,2,3,4,4,5,4,5,5
"JPN1",1,2,4,3,1,1,4,3,3,2,4,3,2,2,2,4,2,3,3,3,4,3,4,1,4,4,4,38,2,4,5,1,5,4,5,4
"JPN1",2,4,4,4,1,2,4,4,2,4,4,3,1,2,2,5,4,4,4,2,4,4,4,4,4,4,2,42,2,2,1,1,1,6,6,5
"JPN1",3,4,4,4,5,2,5,3,3,4,4,1,3,4,5,5,5,3,3,5,4,5,4,5,4,4,4,30,2,6,5,3,5,5,5,3
"JPN1",4,5,5,5,1,1,4,4,4,4,4,4,4,2,4,5,4,2,4,4,4,3,3,4,4,5,4,42,2,3,3,6,4,5,6,6
"JPN1",2,3,4,4,2,3,3,4,2,1,3,4,2,3,5,5,1,1,3,5,4,4,4,3,3,4,3,35,1,2,3,5,6,5,4,7
"JPN1",3,2,3,3,3,3,4,3,3,3,4,3,3,2,3,3,4,4,4,3,3,3,2,3,3,4,4,39,2,5,5,5,5,3,5,4
"JPN1",1,2,5,3,2,2,5,3,1,4,4,2,1,4,4,3,2,4,5,4,4,2,3,4,3,2,5,19,1,3,3,5,2,5,6,6
"JPN1",1,1,5,3,1,1,5,4,1,2,4,2,1,4,3,3,2,4,4,4,3,2,4,2,4,2,5,19,1,5,3,4,2,4,6,6
"JPN1",3,2,2,3,2,2,2,2,3,3,2,4,3,3,3,4,4,2,2,4,4,4,2,2,2,4,2,36,1,4,4,5,4,4,5,3
"JPN1",4,3,4,5,3,3,4,2,4,3,5,3,3,2,4,5,4,3,5,4,4,4,3,4,5,3,5,39,2,4,7,5,4,4,5,5
"JPN1",2,4,5,4,2,1,5,2,2,3,4,4,3,3,5,2,5,2,4,4,4,4,2,4,4,2,4,31,1,5,5,2,6,3,4,4
"JPN1",4,4,4,4,2,3,3,2,5,4,3,2,5,5,2,5,5,4,3,4,5,5,5,4,4,4,2,28,2,5,4,6,5,5,6,6
"JPN1",2,5,4,4,3,1,4,2,2,4,4,4,4,4,4,2,4,4,2,4,4,4,3,5,4,2,4,27,2,4,4,5,6,4,5,3
"JPN1",1,3,3,4,2,3,5,4,1,2,4,4,2,3,3,5,4,2,5,2,3,3,3,3,3,3,4,51,3,3,5,4,2,6,5,6
"JPN1",3,3,4,4,2,1,4,4,4,4,5,2,5,2,5,4,4,4,5,4,3,4,4,4,4,4,4,22,1,5,5,6,6,5,5,4
"JPN1",3,4,4,4,2,4,5,4,2,2,4,4,2,4,4,5,4,2,2,4,4,3,3,4,3,5,4,33,2,5,6,5,6,5,7,6
"JPN1",3,3,3,3,2,4,4,4,2,2,4,4,4,3,3,4,3,4,4,3,4,3,4,2,3,4,4,46,1,5,4,4,4,5,5,5
"JPN1",1,4,4,4,1,2,4,4,1,1,5,2,3,3,4,4,3,1,2,3,4,4,4,3,3,2,4,18,2,5,5,5,5,3,3,3
"JPN1",1,4,2,5,3,1,2,5,2,2,4,2,2,5,3,5,4,5,3,2,5,1,5,5,2,4,4,38,1,5,6,2,6,6,7,6
"JPN1",2,4,2,4,5,3,3,3,4,4,4,1,2,4,3,4,4,4,2,4,4,4,4,4,2,1,2,30,2,6,6,3,4,5,6,6
"JPN1",1,4,4,4,3,1,4,2,1,1,5,4,2,4,4,3,4,4,2,4,3,5,4,4,4,4,4,33,2,4,6,3,6,5,5,6
"JPN1",3,4,4,3,3,2,4,4,3,4,3,2,4,3,4,5,4,4,3,5,3,4,2,4,5,4,3,47,1,5,5,3,5,3,4,3
"JPN1",4,3,3,5,2,2,4,5,2,2,4,4,2,4,4,5,5,4,2,2,4,4,4,4,2,4,4,37,2,3,5,5,5,5,7,7
"JPN1",2,3,3,4,1,2,5,4,2,2,5,4,4,4,4,5,2,2,4,4,4,4,4,5,4,2,4,21,1,5,5,5,2,3,6,6
"JPN1",3,4,5,3,4,2,4,4,2,4,3,1,5,4,3,5,4,4,3,3,2,4,3,4,4,4,4,47,1,5,5,3,5,2,2,4
"JPN1",2,4,4,4,2,2,3,4,1,4,3,2,2,3,4,4,4,3,2,3,4,2,4,4,4,2,3,35,2,3,5,5,6,3,3,6
"JPN1",2,3,3,4,2,2,4,4,3,3,4,3,2,4,2,4,4,4,2,4,3,4,3,3,3,3,4,52,3,4,5,5,5,4,5,5
"JPN1",2,4,3,3,3,4,2,3,3,3,4,2,4,2,2,4,2,2,3,4,3,4,3,2,3,3,4,41,2,4,5,1,3,5,4,3
"JPN1",3,4,4,4,4,2,4,3,4,4,4,1,4,3,2,4,4,4,4,4,4,4,2,3,4,4,4,42,1,6,5,7,6,6,2,4
"JPN1",5,5,5,4,5,1,5,4,5,1,5,1,5,4,2,5,5,5,2,5,5,5,5,2,4,2,5,32,2,6,7,5,5,3,4,5
"JPN1",3,3,3,3,3,1,3,3,3,3,3,4,4,3,4,4,4,5,3,4,3,4,5,4,3,3,3,25,2,4,3,5,4,5,5,4
"JPN1",3,4,4,5,2,2,4,2,3,3,5,4,2,3,5,3,4,3,5,4,4,4,4,4,4,2,5,34,2,5,5,4,4,5,5,6
"JPN1",4,2,4,4,4,3,5,4,2,3,3,2,2,4,4,5,5,3,2,4,5,4,4,3,4,2,4,40,2,5,5,5,5,6,6,6
"JPN1",3,4,4,4,2,2,4,4,3,2,4,4,2,4,4,3,4,4,3,3,3,4,4,4,3,3,3,36,2,4,4,5,5,5,5,5
"JPN1",3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,4,5,3,4,3,38,1,3,3,4,4,5,6,5
"JPN1",1,2,1,5,1,2,3,5,1,1,2,5,1,1,1,2,2,1,2,1,5,1,5,1,1,3,3,40,2,1,3,3,1,6,5,7
"JPN1",4,4,4,3,4,4,4,4,4,4,4,2,3,3,3,4,4,3,4,4,4,4,2,4,4,3,3,52,1,5,5,3,5,3,5,3
"JPN1",2,4,5,4,3,1,5,3,2,5,3,3,3,2,5,5,5,3,3,5,2,5,5,3,3,2,5,31,2,5,6,4,6,5,7,5
"JPN1",2,4,4,5,2,1,4,2,1,3,4,2,2,2,4,3,4,2,4,4,4,4,2,1,4,4,4,47,2,4,6,5,6,2,6,7
"JPN1",2,3,3,4,2,3,4,3,2,2,4,4,2,4,4,5,2,2,3,4,3,4,4,3,3,4,3,35,1,4,4,4,5,5,6,5
"JPN1",4,4,4,3,4,2,5,5,3,3,5,1,3,1,3,4,4,1,5,4,2,5,5,4,3,4,5,50,1,5,5,5,6,4,4,4
"JPN1",3,3,3,4,3,2,5,4,2,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,3,3,3,22,1,4,5,4,4,5,4,4
"JPN1",2,2,3,5,2,3,5,4,2,2,4,4,4,4,3,5,4,2,2,3,4,4,2,2,3,3,4,25,2,5,3,3,5,5,6,6
"JPN1",3,2,4,4,2,2,4,4,1,2,3,2,4,3,4,4,5,2,4,3,4,4,4,3,4,4,5,22,1,5,5,4,4,5,4,5
"JPN1",3,3,4,3,2,2,4,3,2,3,4,3,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,50,1,4,4,4,4,5,5,5
"JPN1",2,1,4,4,1,1,5,4,2,2,5,4,1,3,4,4,4,2,4,4,4,4,4,4,4,4,5,32,1,2,5,6,5,5,6,6
"JPN1",4,4,4,5,2,2,2,4,1,4,5,2,1,4,5,5,5,1,2,4,4,4,4,4,2,4,2,22,1,2,3,5,3,3,5,6
"JPN1",3,4,5,5,2,2,4,3,3,3,5,1,5,2,4,3,4,4,4,4,3,4,3,4,5,2,5,28,2,3,2,3,6,5,7,7
"JPN1",2,3,4,4,2,2,4,3,1,1,3,3,2,4,2,5,3,4,2,3,4,4,3,4,4,3,4,30,2,5,1,4,3,5,5,5
"JPN1",3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,3,3,3,57,1,3,4,3,4,3,3,3
"JPN1",3,3,3,4,2,1,3,4,2,2,3,2,2,5,3,4,4,2,2,3,2,4,3,4,2,4,4,34,1,5,2,4,4,3,6,5
"JPN1",1,1,5,2,2,1,5,2,1,1,5,2,2,1,4,1,1,2,5,5,2,4,2,4,5,1,5,26,1,1,6,1,2,5,7,7
"JPN1",4,2,3,4,1,1,5,5,3,1,5,3,2,3,3,5,4,3,3,2,3,5,5,1,3,4,5,35,2,6,6,1,1,5,4,1
"JPN1",2,1,4,4,1,2,5,2,1,2,5,4,2,4,2,4,4,2,2,4,2,4,3,2,5,3,4,28,2,3,6,1,6,6,6,7
"JPN1",3,1,3,4,2,3,5,3,3,2,4,4,2,4,3,4,4,4,3,4,4,4,3,4,3,3,5,25,2,2,4,2,5,5,5,6
"JPN1",4,3,4,5,4,2,5,4,4,3,5,5,4,3,4,4,4,4,5,3,4,3,4,4,4,3,5,22,2,4,4,3,4,4,6,6
"JPN1",3,4,3,5,5,2,5,4,4,3,5,4,2,4,5,5,4,4,4,4,4,4,2,5,3,4,5,26,2,4,5,5,4,5,3,4
"JPN1",1,2,4,4,3,2,5,4,2,2,4,2,3,3,3,5,3,3,3,3,4,4,4,4,3,3,4,20,1,4,5,5,4,4,5,4
"JPN1",4,4,4,4,3,3,4,4,4,4,4,2,4,3,4,5,4,3,5,4,3,4,4,4,4,3,4,29,2,5,5,5,4,5,4,4
"JPN1",2,4,4,4,2,2,5,4,2,2,4,2,2,4,4,3,4,3,4,4,4,3,4,2,4,4,5,42,2,3,4,3,3,5,5,5
"JPN1",2,3,3,4,3,2,4,4,2,2,3,4,2,4,4,3,4,3,3,3,4,3,4,3,3,4,3,36,2,4,4,5,3,4,5,5
"JPN1",1,4,2,3,2,4,5,4,1,2,4,4,4,4,4,3,4,5,4,4,3,4,3,3,5,4,4,29,2,4,4,5,5,6,4,5
"JPN1",3,4,3,4,1,2,4,5,2,3,4,5,1,3,4,5,4,4,2,3,5,3,3,2,2,5,3,21,2,2,1,1,1,3,5,3
"JPN1",4,4,3,5,4,3,5,3,5,5,5,3,5,4,5,4,5,3,4,5,4,5,2,5,4,4,4,48,2,6,5,6,6,5,6,5
"JPN1",2,2,2,4,1,3,3,4,2,2,4,4,2,4,2,4,2,3,4,2,4,4,4,2,3,3,4,33,2,2,5,5,5,5,6,6
"JPN1",2,4,2,4,1,1,5,4,2,1,4,3,2,2,2,4,2,4,4,2,5,4,3,1,2,3,5,30,2,2,2,5,3,4,7,6
"JPN1",2,5,3,2,1,3,5,4,1,2,5,5,2,4,4,4,5,3,5,1,5,4,4,2,1,2,1,44,2,7,7,5,6,2,5,3
"JPN1",1,3,3,2,5,2,4,4,1,4,5,4,1,4,5,4,2,2,2,2,3,5,5,4,4,4,5,44,2,2,5,5,6,5,6,5
"JPN1",2,3,4,4,2,1,5,4,1,4,4,2,4,4,4,5,3,3,3,3,4,4,4,3,4,4,4,45,1,3,4,4,3,5,5,5
"JPN1",4,3,4,4,3,1,2,5,2,2,3,5,2,4,4,4,5,3,3,4,4,4,2,2,4,3,4,29,2,3,5,5,5,6,7,6
"JPN1",4,4,4,5,3,3,5,5,2,4,4,4,3,4,4,5,3,4,3,4,4,4,4,4,4,4,5,46,2,3,4,3,3,6,6,6
"JPN1",3,3,3,4,3,2,4,4,2,2,4,3,3,3,4,5,4,3,4,4,4,4,4,4,3,4,3,28,1,5,5,5,5,4,4,4
"JPN1",2,2,3,4,2,2,4,4,1,2,4,3,2,4,2,5,2,3,4,2,4,3,4,2,3,4,4,55,2,3,3,4,3,5,6,5
"JPN1",4,4,3,3,3,1,2,4,4,2,4,1,5,4,5,5,5,4,2,3,3,5,5,5,2,3,5,37,2,5,6,6,7,3,6,4
"JPN1",2,4,4,4,2,3,4,4,2,3,5,3,3,4,4,5,4,4,4,4,4,4,5,3,4,4,5,20,2,6,5,5,5,6,6,4
"JPN1",5,2,2,4,5,2,5,3,5,2,5,4,4,4,3,3,5,2,5,5,4,3,3,3,5,1,5,21,2,4,5,4,4,5,5,4
"JPN1",2,2,2,4,2,2,4,5,4,2,4,4,2,3,3,4,4,2,3,3,4,2,2,2,2,2,4,43,2,2,3,5,5,5,6,7
"JPN1",2,3,3,3,1,2,3,4,2,1,3,4,2,3,5,4,4,4,4,2,2,4,1,4,3,4,3,43,1,5,5,5,5,4,6,3
"JPN1",2,3,2,5,2,2,4,3,3,2,4,4,2,3,3,5,3,3,3,3,4,2,4,2,3,4,4,40,2,3,3,4,3,5,5,5
"JPN1",4,3,3,4,1,3,5,4,3,3,5,4,1,2,5,4,4,3,4,4,3,3,4,4,3,3,4,38,2,5,5,4,3,4,5,4
"JPN1",4,1,4,5,2,2,5,4,2,1,5,3,2,3,2,4,4,4,4,4,5,3,5,4,4,4,5,58,2,2,2,4,3,6,5,5
"JPN1",4,3,3,4,4,3,4,5,3,4,3,2,4,4,3,5,4,3,2,5,4,5,5,5,4,4,3,31,2,6,6,7,4,5,7,5
"JPN1",4,5,4,3,4,5,5,3,4,4,5,2,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,34,2,6,6,4,5,5,6,7
"JPN1",4,3,2,3,2,3,5,4,2,2,4,5,2,2,5,4,4,3,4,4,3,3,3,4,4,3,5,38,2,5,4,5,3,4,5,5
"JPN1",2,3,3,5,3,3,3,3,2,3,3,4,4,4,4,2,3,2,3,4,4,4,3,4,3,4,4,44,1,4,5,5,4,5,5,5
"JPN1",3,4,3,5,3,1,5,4,3,1,4,3,2,3,4,5,4,3,4,3,4,4,4,3,3,3,4,23,2,4,4,4,4,5,4,6
"JPN1",3,4,3,4,2,2,4,2,2,2,4,3,2,2,2,5,2,2,4,3,5,3,4,3,3,4,4,64,1,4,5,3,4,6,6,6
"JPN1",1,4,3,4,3,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,4,3,4,3,3,3,50,2,4,5,4,4,5,5,5
"JPN1",2,4,2,5,2,1,2,5,3,3,2,5,2,3,2,5,5,2,2,2,4,5,5,3,2,4,3,27,2,5,2,3,6,5,7,3
"JPN1",2,4,4,5,4,2,2,1,3,2,4,1,1,2,5,2,4,3,5,5,2,2,2,4,1,4,1,20,2,5,6,2,2,6,5,6
"JPN1",2,3,4,4,2,1,4,3,2,2,4,3,2,3,4,4,3,4,3,4,3,4,3,5,3,4,4,23,2,3,5,6,6,4,5,5
"JPN1",3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,33,1,4,4,4,4,4,4,4
"JPN1",3,3,3,4,4,2,4,3,3,2,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3,4,54,2,4,4,4,4,4,5,5
"JPN1",1,4,3,5,1,1,5,4,1,1,5,3,1,3,5,3,4,2,4,4,3,3,3,1,2,1,5,46,2,3,2,4,6,5,5,5
"JPN1",2,2,2,4,2,2,4,2,2,2,4,2,2,2,3,4,2,3,4,2,3,2,2,2,2,2,4,31,2,3,3,4,4,3,5,5
"JPN1",2,3,4,4,2,2,4,3,2,2,4,3,2,3,2,3,2,2,3,3,4,3,3,3,4,2,3,57,2,3,3,3,4,4,5,5
"JPN1",2,2,3,4,1,2,4,4,1,2,4,2,2,2,4,4,4,2,4,4,4,4,4,2,3,4,4,48,2,2,5,5,5,4,6,6
"JPN1",3,3,3,2,2,3,5,5,2,2,4,4,2,3,4,5,3,3,4,4,2,3,4,4,3,4,5,50,2,5,4,3,6,5,7,6
"JPN1",2,4,2,4,2,1,4,4,1,3,2,3,1,3,3,4,2,1,2,1,3,4,4,4,2,3,3,48,1,4,5,6,5,6,6,7
"JPN1",3,3,2,4,2,3,5,4,2,3,5,4,2,4,3,2,4,4,2,3,4,4,4,4,3,4,3,36,1,6,5,5,4,3,5,4
"JPN1",3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,4,42,2,4,4,4,4,5,6,5
"JPN1",2,2,2,4,2,2,5,5,1,4,4,1,2,4,3,5,2,1,2,4,4,4,1,5,2,4,4,39,2,2,3,2,2,5,6,4
"JPN1",2,2,3,5,2,5,4,4,2,3,4,2,3,4,5,5,4,3,4,3,4,4,4,5,2,4,4,32,2,5,6,6,3,5,6,4
"JPN1",5,4,5,4,4,3,5,3,1,1,5,4,1,5,5,4,5,3,5,2,5,1,1,1,5,4,1,47,1,7,7,7,4,4,7,7
"JPN1",4,3,4,4,2,3,5,3,3,3,4,4,2,2,3,4,4,2,2,4,4,4,2,4,3,2,4,39,2,5,5,3,3,4,5,5
"JPN1",4,4,4,5,4,5,4,4,3,4,3,4,4,2,3,4,2,3,5,4,4,2,2,4,3,2,4,25,1,7,6,6,6,6,6,4
"JPN1",3,3,2,4,3,4,5,4,2,3,4,4,4,2,1,5,5,3,3,4,4,4,4,3,3,3,4,30,2,5,5,5,7,6,6,5
"JPN1",3,4,4,4,2,1,5,3,3,2,5,3,2,3,3,3,4,4,2,4,4,4,3,4,3,4,4,35,2,4,4,3,5,5,4,4
"JPN1",2,2,2,4,2,1,2,4,1,1,4,4,1,2,3,4,3,2,2,3,4,2,2,2,3,4,3,28,2,2,4,5,3,5,6,5
"JPN1",4,3,3,4,3,2,5,3,3,2,5,3,2,3,4,3,5,4,4,3,4,4,4,3,3,4,5,30,2,5,5,3,4,5,5,6
"JPN1",2,4,4,4,2,2,4,3,2,4,4,4,2,3,4,4,4,3,5,4,5,4,3,3,4,4,4,23,2,5,5,3,5,5,6,5
"JPN1",3,4,4,3,3,4,3,4,3,3,4,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,4,24,2,5,5,5,6,4,5,5
"JPN1",3,3,4,4,2,2,4,4,2,4,2,3,2,2,2,4,2,2,3,4,4,3,4,4,2,4,3,33,2,5,5,4,3,5,6,4
"JPN1",3,3,3,4,2,4,4,4,2,3,4,5,2,4,3,5,4,4,3,3,4,4,4,4,3,4,4,47,2,6,3,2,4,5,6,6
"JPN1",2,4,5,4,3,5,5,3,5,2,5,3,2,4,4,4,4,4,5,5,3,4,4,3,5,5,5,19,2,6,6,7,6,3,5,6
"JPN1",2,4,5,5,2,3,2,4,2,2,2,3,2,4,3,5,4,3,2,4,4,3,4,3,5,4,2,53,1,4,3,4,6,5,6,5
"JPN1",3,3,3,3,4,2,4,2,3,3,4,2,3,3,4,4,3,3,3,3,3,2,4,3,3,3,5,38,2,4,4,5,5,4,4,4
"JPN1",2,4,4,4,1,3,2,4,2,2,3,4,3,4,4,5,3,4,3,5,3,4,4,5,2,3,3,37,1,2,4,6,5,6,7,7
"JPN1",3,3,2,4,2,2,4,3,2,2,4,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,4,41,2,4,4,3,4,4,4,5
"JPN1",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,48,1,4,4,4,4,4,4,4
"JPN1",2,3,5,4,2,3,2,4,2,2,4,3,2,3,4,5,4,2,4,4,4,3,5,2,4,3,2,25,2,3,5,5,6,5,5,5
"JPN1",4,3,5,2,3,1,5,4,3,3,5,1,4,4,4,4,4,2,4,4,2,4,4,3,3,4,5,46,2,4,3,3,4,4,5,5
"JPN1",3,3,4,4,3,2,5,4,2,3,5,3,3,3,4,5,5,4,4,5,4,3,4,3,5,4,5,24,1,6,5,5,7,4,5,7
"JPN1",3,4,2,4,2,4,3,4,2,3,4,3,2,2,5,5,2,3,2,4,2,2,4,3,3,4,4,41,2,3,4,5,5,5,6,5
"JPN1",3,3,5,4,2,2,4,2,4,2,3,4,4,3,4,2,5,2,3,3,4,4,4,3,3,3,4,22,2,5,5,4,5,3,6,6
"JPN1",3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,44,2,4,4,4,5,5,5,5
"JPN1",2,3,4,4,3,1,4,4,2,2,4,4,2,3,2,5,3,3,4,3,3,3,3,2,4,3,4,44,1,4,3,4,4,4,5,5
"JPN1",2,3,2,4,1,2,3,4,1,2,4,4,2,4,2,4,4,3,3,3,4,2,4,2,3,2,3,44,2,4,3,2,3,5,6,5
"JPN1",3,4,3,4,3,4,3,4,3,2,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,3,4,20,1,4,3,5,4,5,5,5
"JPN1",4,4,4,4,3,2,2,4,3,4,3,3,2,3,3,4,4,3,2,3,3,4,4,3,3,4,3,39,2,4,5,4,5,4,5,5
"JPN1",2,4,4,2,2,1,5,2,2,4,5,2,2,4,2,4,4,2,4,4,4,2,2,2,4,2,5,42,2,5,5,3,5,3,5,3
"JPN1",4,3,3,3,4,2,5,4,3,2,4,2,4,3,4,5,4,3,4,3,3,4,2,4,3,3,4,44,2,4,4,5,4,4,5,4
"JPN1",1,4,4,3,3,1,4,4,2,2,4,2,4,5,5,5,4,2,3,4,4,4,2,4,4,2,4,35,2,2,2,5,2,6,5,5
"JPN1",2,2,4,4,4,2,4,4,2,2,4,4,2,2,4,5,4,4,4,4,3,4,4,2,3,3,4,60,2,3,5,3,6,5,6,5
"JPN1",2,3,2,2,2,3,5,4,2,2,4,4,2,3,3,5,3,3,4,3,3,2,4,2,3,4,4,46,1,3,2,5,3,4,6,4
"JPN1",2,3,4,5,1,2,4,4,2,2,2,5,3,3,3,3,3,2,3,2,4,4,3,2,3,2,4,38,2,5,4,4,5,5,5,4
"JPN1",3,3,4,4,3,3,5,5,3,4,4,3,3,4,3,5,4,4,4,3,4,3,4,2,4,4,4,49,2,5,4,4,4,4,5,5
"JPN1",4,4,2,4,1,4,4,2,4,2,3,1,4,4,4,3,4,2,2,2,4,5,2,4,4,4,2,53,1,5,5,2,5,2,5,6
"JPN1",3,4,3,3,3,3,5,4,3,3,4,3,3,3,5,5,4,3,4,3,3,3,5,3,3,4,5,36,2,4,4,5,5,5,5,5
"JPN1",3,4,3,3,3,3,4,5,3,3,4,2,4,4,3,5,4,4,4,2,4,4,4,5,3,4,4,41,2,5,4,5,5,6,5,6
"JPN1",4,4,3,3,3,3,4,4,3,2,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,3,50,2,3,3,4,4,5,4,4
"JPN1",2,3,4,4,3,2,5,3,3,2,5,2,5,2,4,3,4,3,5,4,4,3,3,3,4,2,4,36,2,5,4,4,3,4,3,4
"JPN1",4,2,5,4,2,1,5,4,4,2,5,2,4,2,5,5,4,4,5,5,3,4,2,3,4,2,4,39,1,6,5,6,6,2,3,3
